text,gold,split,row_idx,pred,error,raw_response
"tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .",positive,test,11401,positive,,"{ ""label"": ""positive"" }"
"britney has been delivered to the big screen safe and sound , the way we like our 20-year-old superstar girls to travel on the fame freeway .",positive,test,11402,negative,,"{ ""label"": ""negative"" }"
has little on its mind aside from scoring points with drag gags .,negative,test,11403,negative,,"{ ""label"": ""negative"" }"
an enchanting spectacular for potter fans anxious to ride the hogwarts express toward a new year of magic and mischief .,positive,test,11404,positive,,"{ ""label"": ""positive"" }"
"the story , like life , refuses to be simple , and the result is a compelling slice of awkward emotions .",neutral,test,11405,positive,,"{ ""label"": ""positive"" }"
"it 's a nicely detailed world of pawns , bishops and kings , of wagers in dingy backrooms or pristine forests .",positive,test,11406,positive,,"{ ""label"": ""positive"" }"
a real clunker .,negative,test,11407,negative,,"{ ""label"": ""negative"" }"
the film seems a dead weight .,negative,test,11408,negative,,"{ ""label"": ""negative"" }"
the voices are fine as well .,positive,test,11409,positive,,"{ ""label"": ""positive"" }"
"it turns out to be a cut above the norm , thanks to some clever writing and sprightly acting .",positive,test,11410,positive,,"{ ""label"": ""positive"" }"
an awkward and indigestible movie .,negative,test,11411,negative,,"{ ""label"": ""negative"" }"
"showtime is one of the hapless victims of the arrogant `` if we put together a wry white man and a chatty black man and give them guns , the movie will be funny '' syndrome .",negative,test,11412,negative,,"{ ""label"": ""negative"" }"
a frisky and fresh romantic comedy exporing sexual politics and the challenges of friendships between women .,positive,test,11413,positive,,"{ ""label"": ""positive"" }"
but the characters tend to be cliches whose lives are never fully explored .,negative,test,11414,negative,,"{ ""label"": ""negative"" }"
"yes , 4ever is harmless in the extreme and it 'll mute your kids for nearly 80 minutes , but why not just treat the little yard apes to the real deal and take them to spirited away ?",neutral,test,11415,negative,,"{ ""label"": ""negative"" }"
"the movie addresses a hungry need for pg-rated , nonthreatening family movies , but it does n't go too much further .",neutral,test,11416,negative,,"{ ""label"": ""negative"" }"
"as your relatives swap one mundane story after another , you begin to wonder if they are ever going to depart .",negative,test,11417,negative,,"{ ""label"": ""negative"" }"
"wasabi is slight fare indeed , with the entire project having the feel of something tossed off quickly -lrb- like one of hubert 's punches -rrb- , but it should go down smoothly enough with popcorn .",positive,test,11418,negative,,"{ ""label"": ""negative"" }"
"despite all the talking , by the time the bloody climax arrives we still do n't feel enough of an attachment to these guys to care one way or another .",neutral,test,11419,negative,,"{ ""label"": ""negative"" }"
the film equivalent of a toy chest whose contents get scattered over the course of 80 minutes .,negative,test,11420,negative,,"{ ""label"": ""negative"" }"
"even if it ultimately disappoints , the picture does have about a matinee admission 's worth of funny to keep it afloat .",neutral,test,11421,negative,,"{ ""label"": ""negative"" }"
go see it and enjoy .,positive,test,11422,positive,,"{ ""label"": ""positive"" }"
her film is unrelentingly claustrophobic and unpleasant .,negative,test,11423,negative,,"{ ""label"": ""negative"" }"
"chicago is sophisticated , brash , sardonic , completely joyful in its execution .",positive,test,11424,positive,,"{ ""label"": ""positive"" }"
obstacles are too easily overcome and there is n't much in the way of character development in the script .,negative,test,11425,negative,,"{ ""label"": ""negative"" }"
a hysterical yet humorless disquisition on the thin line between sucking face and literally sucking face .,negative,test,11426,negative,,"{ ""label"": ""negative"" }"
"the cold and dreary weather is a perfect metaphor for the movie itself , which contains few laughs and not much drama .",negative,test,11427,negative,,"{ ""label"": ""negative"" }"
"stevenson 's performance is at once clueless and fiercely committed , a volatile combination .",neutral,test,11428,negative,,"{ ""label"": ""negative"" }"
"on its own cinematic terms , it successfully showcases the passions of both the director and novelist byatt .",positive,test,11429,positive,,"{ ""label"": ""positive"" }"
"pryor lite , with half the demons , half the daring , much less talent , many fewer laughs .",negative,test,11430,negative,,"{ ""label"": ""negative"" }"
"this is a terrific character study , a probe into the life of a complex man .",positive,test,11431,positive,,"{ ""label"": ""positive"" }"
"a romantic comedy , yes , but one with characters who think and talk about their goals , and are working on hard decisions .",positive,test,11432,positive,,"{ ""label"": ""positive"" }"
"while the film shuns the glamour or glitz that an american movie might demand , scherfig tosses us a romantic scenario that is just as simplistic as a hollywood production .",neutral,test,11433,negative,,"{ ""label"": ""negative"" }"
you bet .,neutral,test,11434,positive,,"{ ""label"": ""positive"" }"
any film featuring young children threatened by a terrorist bomb can no longer pass as mere entertainment .,negative,test,11435,negative,,"{ ""label"": ""negative"" }"
what parents will suspect is that they 're watching a 76-minute commercial .,negative,test,11436,negative,,"{ ""label"": ""negative"" }"
do n't let your festive spirit go this far .,negative,test,11437,negative,,"{ ""label"": ""negative"" }"
"eastwood is an icon of moviemaking , one of the best actors , directors and producers around , responsible for some excellent work .",positive,test,11438,positive,,"{ ""label"": ""positive"" }"
a historical epic with the courage of its convictions about both scope and detail .,positive,test,11439,positive,,"{ ""label"": ""positive"" }"
"-lrb- nelson 's -rrb- movie about morally compromised figures leaves viewers feeling compromised , unable to find their way out of the fog and the ashes .",neutral,test,11440,negative,,"{ ""label"": ""negative"" }"
spielberg is the rare director who does not want to invite viewers to gawk at or applaud his special effects .,neutral,test,11441,positive,,"{ ""label"": ""positive"" }"
a thinly veiled excuse for wilson to play his self-deprecating act against murphy 's well-honed prima donna shtick .,negative,test,11442,negative,,"{ ""label"": ""negative"" }"
an epic of grandeur and scale that 's been decades gone from the popcorn pushing sound stages of hollywood .,positive,test,11443,positive,,"{ ""label"": ""positive"" }"
occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,neutral,test,11444,positive,,"{ ""label"": ""positive"" }"
"preposterous and tedious , sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to make the film even a guilty pleasure .",negative,test,11445,negative,,"{ ""label"": ""negative"" }"
it will delight newcomers to the story and those who know it from bygone days .,positive,test,11446,positive,,"{ ""label"": ""positive"" }"
the saturation bombing of reggio 's images and glass ' evocative music ... ultimately leaves viewers with the task of divining meaning .,negative,test,11447,negative,,"{ ""label"": ""negative"" }"
"as a witness to several greek-american weddings -- but , happily , a victim of none -- i can testify to the comparative accuracy of ms. vardalos ' memories and insights .",positive,test,11448,positive,,"{ ""label"": ""positive"" }"
a wonderful character-based comedy .,positive,test,11449,positive,,"{ ""label"": ""positive"" }"
"sure , it 's more of the same , but as the film proves , that 's not always a bad thing .",neutral,test,11450,positive,,"{ ""label"": ""positive"" }"
the average local news columnist has a bigger rant on the war between modern landscape architecture and small-town america .,neutral,test,11451,neutral,,"{ ""label"": ""neutral"" }"
"k-19 may not hold a lot of water as a submarine epic , but it holds even less when it turns into an elegiacally soggy saving private ryanovich .",negative,test,11452,negative,,"{ ""label"": ""negative"" }"
do n't waste your money .,negative,test,11453,negative,,"{ ""label"": ""negative"" }"
"dreary , highly annoying ... ` some body ' will appeal to no one .",negative,test,11454,negative,,"{ ""label"": ""negative"" }"
"just when the movie seems confident enough to handle subtlety , it dives into soapy bathos .",negative,test,11455,negative,,"{ ""label"": ""negative"" }"
a carefully structured scream of consciousness that is tortured and unsettling -- but unquestionably alive .,positive,test,11456,positive,,"{ ""label"": ""positive"" }"
punish the vehicle to adore the star .,negative,test,11457,negative,,"{ ""label"": ""negative"" }"
"reign of fire may be little more than another platter of reheated aliens , but it 's still pretty tasty .",positive,test,11458,positive,,"{ ""label"": ""positive"" }"
"thoughtful , even stinging at times , and lots of fun .",positive,test,11459,positive,,"{ ""label"": ""positive"" }"
"it 's a humble effort , but spiced with wry humor and genuine pathos , especially between morgan and redgrave .",positive,test,11460,positive,,"{ ""label"": ""positive"" }"
"the editing is chaotic , the photography grainy and badly focused , the writing unintentionally hilarious , the direction unfocused , the performances as wooden .",negative,test,11461,negative,,"{ ""label"": ""negative"" }"
"the movie feels like it 's going to be great , and it carries on feeling that way for a long time , but takeoff just never happens .",negative,test,11462,negative,,"{ ""label"": ""negative"" }"
an uneven but intriguing drama that is part homage and part remake of the italian masterpiece .,positive,test,11463,positive,,"{ ""label"": ""positive"" }"
"a sweet-natured reconsideration of one of san francisco 's most vital , if least widely recognized , creative fountainheads .",positive,test,11464,positive,,"{ ""label"": ""positive"" }"
with spy kids 2 : the island of lost dreams writer\/director\/producer robert rodriguez has cobbled together a film that feels like a sugar high gone awry .,negative,test,11465,negative,,"{ ""label"": ""negative"" }"
"i found it slow , drab , and bordering on melodramatic .",negative,test,11466,negative,,"{ ""label"": ""negative"" }"
-lrb- sen 's -rrb- soap opera-ish approach undermines his good intentions .,negative,test,11467,negative,,"{ ""label"": ""negative"" }"
the stories here suffer from the chosen format .,negative,test,11468,negative,,"{ ""label"": ""negative"" }"
"... a cute and sometimes side-splittingly funny blend of legally blonde and drop dead gorgeous , starring piper perabo in what could be her breakthrough role .",positive,test,11469,positive,,"{ ""label"": ""positive"" }"
offers a breath of the fresh air of true sophistication .,positive,test,11470,positive,,"{ ""label"": ""positive"" }"
a pro-fat farce that overcomes much of its excessive moral baggage thanks to two appealing lead performances .,positive,test,11471,positive,,"{ ""label"": ""positive"" }"
"however clever nelson has been in providing variation within the confines of her structure and staging , the question remains whether this should , indeed , have been presented as a theatrical release .",neutral,test,11472,negative,,"{ ""label"": ""negative"" }"
"there is no entry portal in the rules of attraction , and i spent most of the movie feeling depressed by the shallow , selfish , greedy characters .",negative,test,11473,negative,,"{ ""label"": ""negative"" }"
at the bottom rung of the series ' entries .,negative,test,11474,negative,,"{ ""label"": ""negative"" }"
"whatever eyre 's failings as a dramatist , he deserves credit for bringing audiences into this hard and bitter place .",positive,test,11475,positive,,"{ ""label"": ""positive"" }"
the spark of special anime magic here is unmistakable and hard to resist .,positive,test,11476,positive,,"{ ""label"": ""positive"" }"
"despite apparent motives to the contrary , it ends up being , like -lrb- seinfeld 's -rrb- revered tv show , about pretty much nothing .",negative,test,11477,positive,,"{ ""label"": ""positive"" }"
"mr. parker has brilliantly updated his source and grasped its essence , composing a sorrowful and hilarious tone poem about alienated labor , or an absurdist workplace sitcom .",positive,test,11478,positive,,"{ ""label"": ""positive"" }"
the transporter is as lively and as fun as it is unapologetically dumb,positive,test,11479,positive,,"{ ""label"": ""positive"" }"
... too dull to enjoy .,negative,test,11480,negative,,"{ ""label"": ""negative"" }"
"this is cool , slick stuff , ready to quench the thirst of an audience that misses the summer blockbusters .",positive,test,11481,positive,,"{ ""label"": ""positive"" }"
this ill-fitting tuxedo is strictly off-the-rack .,neutral,test,11482,negative,,"{ ""label"": ""negative"" }"
characters wander into predictably treacherous situations even though they should know better .,negative,test,11483,negative,,"{ ""label"": ""negative"" }"
"with a cast that includes some of the top actors working in independent film , lovely & amazing involves us because it is so incisive , so bleakly amusing about how we go about our lives .",positive,test,11484,positive,,"{ ""label"": ""positive"" }"
... -lrb- like -rrb- channel surfing between the discovery channel and a late-night made-for-cable action movie .,negative,test,11485,negative,,"{ ""label"": ""negative"" }"
i hated every minute of it .,negative,test,11486,negative,,"{ ""label"": ""negative"" }"
this is a very fine movie -- go see it .,positive,test,11487,positive,,"{ ""label"": ""positive"" }"
"this is n't my favorite in the series , still i enjoyed it enough to recommend .",positive,test,11488,positive,,"{ ""label"": ""positive"" }"
"it 's tough , astringent , darkly funny and ... well , it 's also generic , untidy , condescending and mild of impact rather than stunning .",neutral,test,11489,negative,,"{ ""label"": ""negative"" }"
a benign but forgettable sci-fi diversion .,negative,test,11490,negative,,"{ ""label"": ""negative"" }"
a bigger holiday downer than your end-of-year 401 -lrb- k -rrb- statement .,negative,test,11491,negative,,"{ ""label"": ""negative"" }"
godawful boring slug of a movie .,negative,test,11492,negative,,"{ ""label"": ""negative"" }"
provide -lrb- s -rrb- nail-biting suspense and credible characters without relying on technology-of-the-moment technique or pretentious dialogue .,positive,test,11493,positive,,"{ ""label"": ""positive"" }"
"but like most rabbits , it seems to lack substance .",negative,test,11494,negative,,"{ ""label"": ""negative"" }"
once you get into its rhythm ... the movie becomes a heady experience .,positive,test,11495,positive,,"{ ""label"": ""positive"" }"
it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times .,positive,test,11496,positive,,"{ ""label"": ""positive"" }"
"just because it really happened to you , honey , does n't mean that it 's interesting to anyone else .",negative,test,11497,negative,,"{ ""label"": ""negative"" }"
hayek is stunning as frida and ... a star-making project .,positive,test,11498,positive,,"{ ""label"": ""positive"" }"
about as cutting-edge as pet rock : the movie .,negative,test,11499,negative,,"{ ""label"": ""negative"" }"
a quietly reflective and melancholy new zealand film about an eventful summer in a 13-year-old girl 's life .,positive,test,11500,neutral,,"{ ""label"": ""neutral"" }"
an amazing and incendiary movie that dives straight into the rough waters of contradiction .,positive,test,11501,positive,,"{ ""label"": ""positive"" }"
"benefits from a strong performance from zhao , but it 's dong jie 's face you remember at the end .",positive,test,11502,positive,,"{ ""label"": ""positive"" }"
too simple for its own good .,neutral,test,11503,negative,,"{ ""label"": ""negative"" }"
it 's a worthwhile tutorial in quantum physics and slash-dash,positive,test,11504,positive,,"{ ""label"": ""positive"" }"
we 've already seen the prequel to the silence of the lambs and hannibal -- and it was better the first time .,neutral,test,11505,negative,,"{ ""label"": ""negative"" }"
"the acting is stiff , the story lacks all trace of wit , the sets look like they were borrowed from gilligan 's island -- and the cgi scooby might well be the worst special-effects creation of the year .",negative,test,11506,negative,,"{ ""label"": ""negative"" }"
star wars is back in a major way .,positive,test,11507,positive,,"{ ""label"": ""positive"" }"
"unlike the nauseating fictions peddled by such ` have-yourself-a-happy-little-holocaust ' movies as life is beautiful and jakob the liar , the grey zone is honest enough to deny the possibility of hope in auschwitz .",positive,test,11508,positive,,"{ ""label"": ""positive"" }"
director nalin pan does n't do much to weigh any arguments one way or the other .,negative,test,11509,negative,,"{ ""label"": ""negative"" }"
the pivotal narrative point is so ripe the film ca n't help but go soft and stinky .,negative,test,11510,negative,,"{ ""label"": ""negative"" }"
most of the action setups are incoherent .,negative,test,11511,negative,,"{ ""label"": ""negative"" }"
"compelling revenge thriller , though somewhat weakened by a miscast leading lady .",positive,test,11512,positive,,"{ ""label"": ""positive"" }"
"despite her relentless vim and winsome facial symmetry , witherspoon is just too dialed-up to be america 's sweetheart .",neutral,test,11513,negative,,"{ ""label"": ""negative"" }"
"if you 're not into the pokemon franchise , this fourth animated movie in four years wo n't convert you -- or even keep your eyes open .",negative,test,11514,negative,,"{ ""label"": ""negative"" }"
"in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel .",negative,test,11515,negative,,"{ ""label"": ""negative"" }"
"the only thing worse than your substandard , run-of-the-mill hollywood picture is an angst-ridden attempt to be profound .",negative,test,11516,negative,,"{ ""label"": ""negative"" }"
winds up feeling like lots of other quirky movies that try to score hipness points with young adults .,negative,test,11517,negative,,"{ ""label"": ""negative"" }"
an instant candidate for worst movie of the year .,negative,test,11518,negative,,"{ ""label"": ""negative"" }"
"anyway , for one reason or another , crush turns into a dire drama partway through .",neutral,test,11519,negative,,"{ ""label"": ""negative"" }"
"a highly intriguing thriller , coupled with some ingenious plot devices and some lavishly built settings . .",positive,test,11520,positive,,"{ ""label"": ""positive"" }"
"director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english-language movie , the overpraised elizabeth .",positive,test,11521,positive,,"{ ""label"": ""positive"" }"
even those who would like to dismiss the film outright should find much to mull and debate .,neutral,test,11522,positive,,"{ ""label"": ""positive"" }"
good actress .,positive,test,11523,positive,,"{ ""label"": ""positive"" }"
"an overblown clunker full of bad jokes , howling cliches and by-the-numbers action sequences .",negative,test,11524,negative,,"{ ""label"": ""negative"" }"
"i can only imagine one thing worse than kevin spacey trying on an irish accent , and that 's sultry linda fiorentino doing the same thing .",negative,test,11525,negative,,"{ ""label"": ""negative"" }"
has something to say ... but it is a statement and issue worthy of a much more thoughtfulness and insight than a melodramatic and wholly predictable thriller .,neutral,test,11526,negative,,"{ ""label"": ""negative"" }"
"long after you leave justine , you 'll be wondering what will happen to her and wishing her the best -- whatever that might mean .",neutral,test,11527,positive,,"{ ""label"": ""positive"" }"
on the right track to something that 's creepy and effective ... it 's just going to take more than a man in a bullwinkle costume to get there .,negative,test,11528,negative,,"{ ""label"": ""negative"" }"
"if myers decides to make another austin powers movie , maybe he should just stick with austin and dr evil .",negative,test,11529,negative,,"{ ""label"": ""negative"" }"
an atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding .,negative,test,11530,negative,,"{ ""label"": ""negative"" }"
bad beyond belief and ridiculous beyond description .,negative,test,11531,negative,,"{ ""label"": ""negative"" }"
"the parts are better than the whole -lrb- bizarre , funny , tragic - like love in new york -rrb- .",neutral,test,11532,negative,,"{ ""label"": ""negative"" }"
"however , it lacks grandeur and that epic quality often associated with stevenson 's tale as well as with earlier disney efforts .",negative,test,11533,negative,,"{ ""label"": ""negative"" }"
a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,positive,test,11534,positive,,"{ ""label"": ""positive"" }"
"it sounds sick and twisted , but the miracle of shainberg 's film is that it truly is romance",positive,test,11535,positive,,"{ ""label"": ""positive"" }"
what could have been a neat little story about believing in yourself is swamped by heavy-handed melodrama .,negative,test,11536,negative,,"{ ""label"": ""negative"" }"
a very funny look at how another culture handles the process of courting and marriage .,positive,test,11537,positive,,"{ ""label"": ""positive"" }"
"instead , we just get messy anger , a movie as personal therapy .",negative,test,11538,negative,,"{ ""label"": ""negative"" }"
like old myths and wonder tales spun afresh .,positive,test,11539,positive,,"{ ""label"": ""positive"" }"
"with danilo donati 's witty designs and dante spinotti 's luscious cinematography , this might have made a decent children 's movie -- if only benigni had n't insisted on casting himself in the title role .",positive,test,11540,negative,,"{ ""label"": ""negative"" }"
"nervy and sensitive , it taps into genuine artistic befuddlement , and at the same time presents a scathing indictment of what drives hollywood .",positive,test,11541,positive,,"{ ""label"": ""positive"" }"
i regret to report that these ops are just not extreme enough .,negative,test,11542,negative,,"{ ""label"": ""negative"" }"
i loved looking at this movie .,positive,test,11543,positive,,"{ ""label"": ""positive"" }"
binoche and magimel are perfect in these roles .,positive,test,11544,positive,,"{ ""label"": ""positive"" }"
"doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie 's spycraft and uses damon 's ability to be focused and sincere .",positive,test,11545,positive,,"{ ""label"": ""positive"" }"
"the film 's sharp , often mischievous sense of humor will catch some off guard ...",positive,test,11546,positive,,"{ ""label"": ""positive"" }"
"i wish i could say `` thank god it 's friday '' , but the truth of the matter is i was glad when it was over .",negative,test,11547,negative,,"{ ""label"": ""negative"" }"
"lauren ambrose comes alive under the attention from two strangers in town - with honest performances and realistic interaction between the characters , this is a coming-of-age story with a twist .",positive,test,11548,positive,,"{ ""label"": ""positive"" }"
"occasionally , in the course of reviewing art-house obscurities and slam-bam action flicks , a jaded critic smacks into something truly new .",positive,test,11549,positive,,"{ ""label"": ""positive"" }"
"`` men in black ii , '' has all the earmarks of a sequel .",positive,test,11550,neutral,,"{ ""label"": ""neutral"" }"
"this is a raw and disturbing tale that took five years to make , and the trio 's absorbing narrative is a heart-wrenching showcase indeed .",positive,test,11551,positive,,"{ ""label"": ""positive"" }"
the cast is uniformly excellent ... but the film itself is merely mildly charming .,neutral,test,11552,positive,,"{ ""label"": ""positive"" }"
"yeah , these flicks are just that damn good .",positive,test,11553,positive,,"{ ""label"": ""positive"" }"
a worthy entry into a very difficult genre .,positive,test,11554,positive,,"{ ""label"": ""positive"" }"
"there 's no mistaking the fact that this hybrid misses the impact of the disney classic , and even that of the excellent 1934 mgm version .",neutral,test,11555,negative,,"{ ""label"": ""negative"" }"
"soul is what 's lacking in every character in this movie and , subsequently , the movie itself .",negative,test,11556,negative,,"{ ""label"": ""negative"" }"
this charmless nonsense ensues amid clanging film references that make jay and silent bob 's excellent adventure seem understated .,neutral,test,11557,negative,,"{ ""label"": ""negative"" }"
his warriors collide in balletic explosion that implies an underlying order throughout the chaos .,neutral,test,11558,positive,,"{ ""label"": ""positive"" }"
feels like the grittiest movie that was ever made for the lifetime cable television network .,neutral,test,11559,negative,,"{ ""label"": ""negative"" }"
majidi gets uniformly engaging performances from his largely amateur cast .,positive,test,11560,positive,,"{ ""label"": ""positive"" }"
the kind of nervous film that will either give you a mild headache or exhilarate you .,neutral,test,11561,neutral,,"{ ""label"": ""neutral"" }"
an impressive if flawed effort that indicates real talent .,positive,test,11562,positive,,"{ ""label"": ""positive"" }"
the best way to hope for any chance of enjoying this film is by lowering your expectations .,negative,test,11563,negative,,"{ ""label"": ""negative"" }"
"still pretentious and filled with subtext , but entertaining enough at ` face value ' to recommend to anyone looking for something different .",positive,test,11564,positive,,"{ ""label"": ""positive"" }"
woo 's fights have a distinct flair .,positive,test,11565,positive,,"{ ""label"": ""positive"" }"
"the only thing that could possibly make them less interesting than they already are is for them to get full montied into a scrappy , jovial team .",negative,test,11566,positive,,"{ ""label"": ""positive"" }"
... has virtually no script at all ...,negative,test,11567,negative,,"{ ""label"": ""negative"" }"
"if it 's another regurgitated action movie you 're after , there 's no better film than half past dead .",neutral,test,11568,positive,,"{ ""label"": ""positive"" }"
"we are left with a superficial snapshot that , however engaging , is insufficiently enlightening and inviting .",negative,test,11569,negative,,"{ ""label"": ""negative"" }"
flawed but worthy look at life in u.s. relocation camps .,neutral,test,11570,positive,,"{ ""label"": ""positive"" }"
"why he was given free reign over this project -- he wrote , directed , starred and produced -- is beyond me .",negative,test,11571,negative,,"{ ""label"": ""negative"" }"
gloriously goofy -lrb- and gory -rrb- midnight movie stuff .,positive,test,11572,positive,,"{ ""label"": ""positive"" }"
the film makes a strong case for the importance of the musicians in creating the motown sound .,positive,test,11573,positive,,"{ ""label"": ""positive"" }"
the movie is saved from unbearable lightness by the simplicity of the storytelling and the authenticity of the performances .,neutral,test,11574,positive,,"{ ""label"": ""positive"" }"
"at its best , the good girl is a refreshingly adult take on adultery ...",positive,test,11575,positive,,"{ ""label"": ""positive"" }"
nair does capture the complexity of a big family and its trials and tribulations ...,positive,test,11576,positive,,"{ ""label"": ""positive"" }"
"throwing caution to the wind with an invitation to the hedonist in us all , nair has constructed this motion picture in such a way that even the most cynical curmudgeon with find himself or herself smiling at one time or another .",positive,test,11577,positive,,"{ ""label"": ""positive"" }"
"although life or something like it is very much in the mold of feel-good movies , the cast and director stephen herek 's polished direction pour delightfully piquant wine from aged bottles .",positive,test,11578,positive,,"{ ""label"": ""positive"" }"
at its best early on as it plays the culture clashes between the brothers .,positive,test,11579,positive,,"{ ""label"": ""positive"" }"
the story ... is moldy and obvious .,negative,test,11580,negative,,"{ ""label"": ""negative"" }"
"scotland , pa. is a strangely drab romp .",negative,test,11581,negative,,"{ ""label"": ""negative"" }"
better at putting you to sleep than a sound machine .,negative,test,11582,negative,,"{ ""label"": ""negative"" }"
... one of the most ingenious and entertaining thrillers i 've seen in quite a long time .,positive,test,11583,positive,,"{ ""label"": ""positive"" }"
denzel washington 's efforts are sunk by all the sanctimony .,negative,test,11584,negative,,"{ ""label"": ""negative"" }"
"despite a powerful portrayal by binoche , it 's a period romance that suffers from an overly deliberate pace and uneven narrative momentum .",negative,test,11585,negative,,"{ ""label"": ""negative"" }"
she must have a very strong back .,positive,test,11586,positive,,"{ ""label"": ""positive"" }"
"ultimately , it ponders the reasons we need stories so much .",neutral,test,11587,neutral,,"{ ""label"": ""neutral"" }"
we get some truly unique character studies and a cross-section of americana that hollywood could n't possibly fictionalize and be believed .,positive,test,11588,positive,,"{ ""label"": ""positive"" }"
the story drifts so inexorably into cliches about tortured -lrb- and torturing -rrb- artists and consuming but impossible love that you ca n't help but become more disappointed as each overwrought new sequence plods on .,negative,test,11589,negative,,"{ ""label"": ""negative"" }"
an utterly compelling ` who wrote it ' in which the reputation of the most famous author who ever lived comes into question .,positive,test,11590,positive,,"{ ""label"": ""positive"" }"
"this is the kind of movie that used to be right at home at the saturday matinee , and it still is .",positive,test,11591,positive,,"{ ""label"": ""positive"" }"
a standard haunted house tale transplanted to the high seas .,neutral,test,11592,negative,,"{ ""label"": ""negative"" }"
not sweet enough to liven up its predictable story and will leave even fans of hip-hop sorely disappointed .,negative,test,11593,negative,,"{ ""label"": ""negative"" }"
"-lrb- drumline -rrb- is entertaining for what it does , and admirable for what it does n't do .",positive,test,11594,positive,,"{ ""label"": ""positive"" }"
"the two leads are almost good enough to camouflage the dopey plot , but so much naturalistic small talk , delivered in almost muffled exchanges , eventually has a lulling effect .",negative,test,11595,negative,,"{ ""label"": ""negative"" }"
"despite a story predictable enough to make the sound of music play like a nail-biting thriller , its heart is so much in the right place it is difficult to get really peeved at it .",positive,test,11596,positive,,"{ ""label"": ""positive"" }"
noyce 's film is contemplative and mournfully reflective .,positive,test,11597,neutral,,"{ ""label"": ""neutral"" }"
the title helpfully offers the most succinct review of it you 'll read anywhere .,neutral,test,11598,negative,,"{ ""label"": ""negative"" }"
despite the premise of a good story ... it wastes all its star power on cliched or meaningless roles .,negative,test,11599,negative,,"{ ""label"": ""negative"" }"
"succumbs to the same kind of maudlin , sentimental mysticism that mars the touched by an angel school of non-god spiritual-uplift movies .",negative,test,11600,negative,,"{ ""label"": ""negative"" }"
"i enjoyed time of favor while i was watching it , but i was surprised at how quickly it faded from my memory .",neutral,test,11601,positive,,"{ ""label"": ""positive"" }"
watching beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make it .,positive,test,11602,positive,,"{ ""label"": ""positive"" }"
"it does n't quite work , but there 's enough here to make us look forward to the russos ' next offering .",neutral,test,11603,negative,,"{ ""label"": ""negative"" }"
bears is bad .,negative,test,11604,negative,,"{ ""label"": ""negative"" }"
any movie this boring should be required to have ushers in the theater that hand you a cup of coffee every few minutes .,negative,test,11605,negative,,"{ ""label"": ""negative"" }"
a film of precious increments artfully camouflaged as everyday activities .,positive,test,11606,positive,,"{ ""label"": ""positive"" }"
the inherent strength of the material as well as the integrity of the filmmakers gives this coming-of-age story restraint as well as warmth .,positive,test,11607,positive,,"{ ""label"": ""positive"" }"
i just did n't care as much for the story .,negative,test,11608,negative,,"{ ""label"": ""negative"" }"
"very solid , very watchable first feature for director peter sheridan",positive,test,11609,positive,,"{ ""label"": ""positive"" }"
"while super troopers is above academy standards , its quintet of writers could still use some more schooling .",negative,test,11610,positive,,"{ ""label"": ""positive"" }"
"the overall effect is so completely inane that one would have to be mighty bored to even think of staying with this for more than , say , ten ... make that three minutes .",negative,test,11611,negative,,"{ ""label"": ""negative"" }"
pumpkin sits in a patch somewhere between mirthless todd solondzian satire and callow student film .,negative,test,11612,negative,,"{ ""label"": ""negative"" }"
"if kaufman kept cameron diaz a prisoner in a cage with her ape , in his latest , he 'd have them mate .",negative,test,11613,negative,,"{ ""label"": ""negative"" }"
"still , it gets the job done -- a sleepy afternoon rental .",negative,test,11614,negative,,"{ ""label"": ""negative"" }"
"if the message seems more facile than the earlier films , the images have such a terrible beauty you may not care .",neutral,test,11615,positive,,"{ ""label"": ""positive"" }"
consider the title 's clunk-on-the-head that suggests the overtime someone put in to come up with an irritatingly unimaginative retread concept .,negative,test,11616,negative,,"{ ""label"": ""negative"" }"
"leave it to rohmer , now 82 , to find a way to bend current technique to the service of a vision of the past that is faithful to both architectural glories and commanding open spaces of the city as it was more than two centuries ago .",positive,test,11617,positive,,"{ ""label"": ""positive"" }"
"sam jones became a very lucky filmmaker the day wilco got dropped from their record label , proving that one man 's ruin may be another 's fortune .",positive,test,11618,positive,,"{ ""label"": ""positive"" }"
a minor picture with a major identity crisis -- it 's sort of true and it 's sort of bogus and it 's ho-hum all the way through .,negative,test,11619,negative,,"{ ""label"": ""negative"" }"
"a taut , intelligent psychological drama .",positive,test,11620,positive,,"{ ""label"": ""positive"" }"
"barney has created a tour de force that is weird , wacky and wonderful .",positive,test,11621,positive,,"{ ""label"": ""positive"" }"
it settles for being merely grim .,negative,test,11622,negative,,"{ ""label"": ""negative"" }"
